Step,Value
8691,171.949649773454
8695,171.955013820767
8727,171.959841463348
8741,171.964186341672
8768,171.968096732163
8774,171.971616083605
8778,171.974783499902
8796,171.97763417457
8801,171.980199781772
8816,171.982508828253
8819,171.984586970086
8822,171.986457297735
8843,171.98814059262
8854,171.989655558016
8867,171.991019026873
8868,171.992246148844
8878,171.993350558617
8881,171.994344527414
8885,171.995239099331
8902,171.996044214056
8904,171.996768817308
8907,171.997420960236
8928,171.99800788887
8930,171.998536124642
8935,171.999011536836
8946,171.99943940781
8954,171.999824491687
8958,172.000171067177
8975,172.000482985117
8981,172.000763711264
8991,172.001016364796
8993,172.001243752974
8999,172.001448402335
9004,172.00163258676
9009,172.001798352742
9012,172.001947542126
9027,172.002081812572
9028,172.002202655973
9055,172.002311415034
9063,172.002409298188
9073,172.002497393028
9084,172.002576678383
9105,172.002648035203
9122,172.002712256341
9123,172.002770055365
9155,172.002822074487
9156,172.002868891696
9162,172.002911027185
9214,172.002948949125
9216,172.00298307887
9223,172.003013795641
9226,172.003041440736
9233,172.00306632132
9260,172.003088713846
9281,172.00310886712
9291,172.003127005066
9307,172.003143329218
9309,172.003158020954
9311,172.003171243517
9316,172.003183143823
9348,172.003193854099
9353,172.003203493348
9364,172.003212168671
9365,172.003219976462
9366,172.003227003474
9369,172.003233327785
9385,172.003239019665
9412,172.003244142356
9415,172.003248752779
9435,172.003252902159
9441,172.003256636601
9442,172.0032599976
9468,172.003263022498
9475,172.003265744906
9482,172.003268195074
9515,172.003270400225
9518,172.00327238486
9537,172.003274171033
9538,172.003275778587
9547,172.003277225387
9554,172.003278527506
9557,172.003279699414
9564,172.003280754131
9567,172.003281703376
9586,172.003282557697
9589,172.003283326585
9600,172.003284018585
9611,172.003284641384
9621,172.003285201904
9623,172.003285706372
9624,172.003286160393
9627,172.003286569012
9651,172.003286936769
9656,172.00328726775
9657,172.003287565633
9661,172.003287833728
9680,172.003288075014
9681,172.00328829217
9690,172.003288487612
9698,172.003288663509
9710,172.003288821816
9747,172.003288964293
9750,172.003289092522
9759,172.003289207928
9760,172.003289311793
9766,172.003289405272
9768,172.003289489403
9777,172.003289565121
9812,172.003289633267
9817,172.003289694598
9840,172.003289749797
9843,172.003289799475
9846,172.003289844186
9855,172.003289884426
9883,172.003289920641
9907,172.003289953235
9917,172.00328998257
9972,172.003290008971
9978,172.003290032732
9982,172.003290054117
9985,172.003290073364
9996,172.003290090686
9999,172.003290106275
